month,open,close
2016-11,2128.679931640625,2198.81005859375
2016-12,2200.169921875,2238.830078125
2017-01,2251.570068359375,2278.8701171875
2017-02,2285.590087890625,2363.639892578125
2017-03,2380.1298828125,2362.719970703125
2017-04,2362.340087890625,2384.199951171875
2017-05,2388.5,2411.800048828125
2017-06,2415.64990234375,2423.409912109375
2017-07,2431.389892578125,2470.300048828125
2017-08,2477.10009765625,2471.64990234375
2017-09,2474.419921875,2519.360107421875
2017-10,2521.199951171875,2575.260009765625
2017-11,2583.2099609375,2647.580078125
2017-12,2645.10009765625,2673.610107421875
2018-01,2683.72998046875,2823.81005859375
2018-02,2816.449951171875,2713.830078125
2018-03,2715.219970703125,2640.8701171875
2018-04,2633.449951171875,2648.050048828125
2018-05,2642.9599609375,2705.27001953125
2018-06,2718.699951171875,2718.3701171875
2018-07,2704.949951171875,2816.2900390625
2018-08,2821.169921875,2901.52001953125
2018-09,2896.9599609375,2913.97998046875
2018-10,2926.2900390625,2711.739990234375
2018-11,2717.580078125,2760.169921875
2018-12,2790.5,2506.85009765625
2019-01,2476.9599609375,2704.10009765625
2019-02,2702.320068359375,2784.489990234375
2019-03,2798.219970703125,2834.39990234375
2019-04,2848.6298828125,2945.830078125
2019-05,2952.330078125,2752.06005859375
2019-06,2751.530029296875,2941.760009765625
2019-07,2971.409912109375,2980.3798828125
2019-08,2980.320068359375,2926.4599609375
2019-09,2909.010009765625,2976.739990234375
2019-10,2983.68994140625,3037.56005859375
2019-11,3050.719970703125,3140.97998046875
2019-12,3143.85009765625,3230.780029296875
2020-01,3244.669921875,3225.52001953125
2020-02,3235.659912109375,2954.219970703125
2020-03,2974.280029296875,2584.590087890625
2020-04,2498.080078125,2912.429931640625
2020-05,2869.090087890625,3044.31005859375
2020-06,3038.780029296875,3100.2900390625
2020-07,3105.919921875,3271.1201171875
2020-08,3288.260009765625,3500.31005859375
2020-09,3507.43994140625,3363.0
2020-10,3385.8701171875,3269.9599609375
2020-11,3296.199951171875,3621.6298828125
2020-12,3645.8701171875,3756.070068359375
2021-01,3764.610107421875,3714.239990234375
2021-02,3731.169921875,3811.14990234375
2021-03,3842.510009765625,3972.889892578125
2021-04,3992.780029296875,4181.169921875
2021-05,4191.97998046875,4204.10986328125
2021-06,4216.52001953125,4297.5
2021-07,4300.72998046875,4395.259765625
2021-08,4406.85986328125,4522.68017578125
2021-09,4528.7998046875,4307.5400390625
2021-10,4317.16015625,4605.3798828125
2021-11,4610.6201171875,4567.0
2021-12,4602.81982421875,4766.18017578125
2022-01,4778.14013671875,4515.5498046875
2022-02,4519.56982421875,4373.93994140625
2022-03,4363.14013671875,4530.41015625
2022-04,4540.31982421875,4131.93017578125
2022-05,4130.60986328125,4132.14990234375
2022-06,4149.77978515625,3785.3798828125
2022-07,3781.0,4130.2900390625
2022-08,4112.3798828125,3955.0
2022-09,3936.72998046875,3585.6201171875
2022-10,3609.780029296875,3871.97998046875
2022-11,3901.7900390625,4080.110107421875
2022-12,4087.139892578125,3839.5
2023-01,3853.2900390625,4076.60009765625
2023-02,4070.070068359375,3970.14990234375
2023-03,3963.340087890625,4109.31005859375
2023-04,4102.2001953125,4169.47998046875
2023-05,4166.7900390625,4179.830078125
2023-06,4183.02978515625,4450.3798828125
2023-07,4450.47998046875,4588.9599609375
2023-08,4578.830078125,4507.66015625
2023-09,4530.60009765625,4288.0498046875
2023-10,4284.52001953125,4193.7998046875
2023-11,4201.27001953125,4567.7998046875
2023-12,4559.43017578125,4769.830078125
2024-01,4745.2001953125,4845.64990234375
2024-02,4861.10986328125,5096.27001953125
2024-03,5098.509765625,5254.35009765625
2024-04,5257.97021484375,5035.68994140625
2024-05,5029.02978515625,5277.509765625
2024-06,5297.14990234375,5460.47998046875
2024-07,5471.080078125,5522.2998046875
2024-08,5537.83984375,5648.39990234375
2024-09,5623.89013671875,5762.47998046875
2024-10,5757.72998046875,5705.4501953125
2024-11,5723.22021484375,6032.3798828125
2024-12,6040.10986328125,5881.6298828125
2025-01,5903.259765625,6040.52978515625
2025-02,5969.64990234375,5954.5
2025-03,5968.330078125,5611.85009765625
2025-04,5597.52978515625,5569.06005859375
2025-05,5625.14013671875,5911.68994140625
2025-06,5896.68017578125,6204.9501953125
2025-07,6187.25,6339.39013671875
2025-08,6287.27978515625,6460.259765625
2025-09,6401.509765625,6688.4599609375
2025-10,6664.919921875,6840.2001953125
2025-11,6882.31982421875,6849.08984375
2025-12,6812.2998046875,6845.5
2026-01,6878.10986328125,6910.25
